task_num,micro_tag,text,correct_answer,explanation
16,пунктуация_ссп,"Расставьте знаки препинания. Укажите предложения, в которых нужно поставить ОДНУ запятую. Запишите номера этих предложений.\n1) Дождь лил как из ведра и мы быстро промокли.\n2) В парке гуляли влюбленные пары и играли дети.\n3) Он всегда был вежлив и внимателен к окружающим.\n4) Ни уговоры ни угрозы не подействовали на него.\n5) Поезд тронулся и мы помахали провожающим.",145,"1) ССП (1 запятая). 2) ССП с общим членом «В парке» (0 запятых). 3) Однородные сказуемые (0 запятых). 4) Повторяющийся союз НИ (1 запятая). 5) ССП (1 запятая). Ответ: 145"
16,пунктуация_ссп,"Расставьте знаки препинания. Укажите предложения, в которых нужно поставить ОДНУ запятую. Запишите номера этих предложений.\n1) На столе лежала книга и стояла лампа.\n2) Он любил читать детективы и фантастику.\n3) Сверкнула молния и раздался удар грома.\n4) Я люблю как зиму так и лето.\n5) В магазине продавались тетради и ручки и карандаши.",34,"1) ССП с общим членом «На столе» (0 запятых). 2) Однородные дополнения (0 запятых). 3) ССП (1 запятая). 4) Двойной союз (1 запятая). 5) О и О, и О (2 запятые). Ответ: 34"
16,пунктуация_ссп,"Расставьте знаки препинания. Укажите предложения, в которых нужно поставить ОДНУ запятую. Запишите номера этих предложений.\n1) Вечером мы смотрели телевизор или читали книги.\n2) Мать приготовила ужин и мы сели за стол.\n3) Он был не только талантливым художником но и выдающимся скульптором.\n4) В лесу было сыро и пахло грибами.\n5) Либо ты сейчас же уходишь либо я вызываю полицию.",235,"1) Одиночный союз ИЛИ (0 запятых). 2) ССП (1 запятая). 3) Двойной союз (1 запятая). 4) ССП с общим членом «В лесу» (0 запятых). 5) Повторяющийся союз ЛИБО (1 запятая). Ответ: 235"
16,пунктуация_ссп,"Расставьте знаки препинания. Укажите предложения, в которых нужно поставить ОДНУ запятую. Запишите номера этих предложений.\n1) Утром выпал снег и ударил мороз.\n2) Звезды на небе погасли и начало светать.\n3) В комнате стоял шкаф и диван и кресло.\n4) То ли он забыл о встрече то ли просто не захотел прийти.\n5) Дождь прекратился и на небе появилась радуга.",245,"1) ССП с общим членом «Утром» (0 запятых). 2) ССП (1 запятая). 3) О и О, и О (2 запятые). 4) Повторяющийся союз ТО ЛИ (1 запятая). 5) ССП (1 запятая). Ответ: 245"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nОблака (1) гонимые сильным ветром (2) неслись по небу (3) закрывая солнце (4) и бросая на землю темные тени.",123,"1, 2 — причастный оборот «гонимые сильным ветром» стоит после определяемого слова «Облака». 3 — начало деепричастного оборота. Деепричастные обороты соединены союзом И, поэтому на месте 4 запятая не ставится. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nУставший от долгого перехода (1) путник (2) присел на огромный камень (3) поросший густым мхом (4) и задумался.",34,"1, 2 — причастный оборот стоит перед определяемым словом «путник», не обособляется. 3, 4 — причастный оборот «поросший густым мхом» стоит после определяемого слова «камень». Ответ: 34"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nОкруженный со всех сторон врагами (1) он (2) не сдался (3) продолжая отстреливаться до последнего патрона.",123,"1, 2 — причастный оборот относится к личному местоимению «он», поэтому обособляется всегда, даже перед ним. 3 — начало деепричастного оборота. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nКниги (1) прочитанные в раннем детстве (2) и (3) навсегда оставшиеся в памяти (4) часто влияют на характер человека (5) формируя его взгляды.",145,"1, 4 — выделяются два однородных причастных оборота, относящиеся к слову «Книги». 2, 3 — между однородными оборотами, соединенными союзом И, запятая не ставится. 5 — начало деепричастного оборота. Ответ: 145"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nСозданный известным архитектором (1) проект (2) градостроители утвердили (3) не внеся никаких поправок (4) и (5) сразу приступили к его реализации.",34,"1, 2 — причастный оборот стоит перед определяемым существительным «проект», не обособляется. 3, 4 — деепричастный оборот «не внеся никаких поправок» обособляется с двух сторон, так как разрывает предложение. 5 — запятая не ставится, так как союз И связывает однородные сказуемые «утвердили» и «приступили». Ответ: 34"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nУченики (1) успешно сдавшие сложный экзамен (2) искренне радовались (3) обнимая друг друга (4) и (5) поздравляя своих учителей.",123,"1, 2 — причастный оборот после определяемого слова «Ученики». 3 — начало деепричастных оборотов. 4, 5 — союз И соединяет два однородных деепричастных оборота, запятые не нужны. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nПоляна (1) ярко освещенная полной луной (2) казалась сказочной (3) напоминая декорации к старинному спектаклю.",123,"1, 2 — причастный оборот после определяемого слова «Поляна». 3 — обособляется деепричастный оборот «напоминая декорации...». Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nИзумленный этими неожиданными словами (1) он (2) резко остановился (3) не решаясь задать вопрос (4) давно крутившийся у него в голове.",1234,"1, 2 — причастный оборот перед личным местоимением «он» всегда обособляется. 3 — начало деепричастного оборота. 4 — начало причастного оборота, зависящего от слова «вопрос». Ответ: 1234"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nСолнце (1) уже опускавшееся за горизонт (2) тускло освещало верхушки сосен (3) позолоченных наступившей осенью.",123,"1, 2 — причастный оборот после определяемого слова «Солнце». 3 — причастный оборот после определяемого слова «сосен». Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nСпящий на мягком диване (1) кот (2) неожиданно вздрогнул (3) услышав громкие шаги (4) и (5) лениво приоткрыв один глаз (6) снова крепко уснул.",3456,"1, 2 — причастный оборот перед определяемым словом «кот» не обособляется. 3, 4 — деепричастный оборот «услышав громкие шаги» относится к сказуемому «вздрогнул». 5, 6 — деепричастный оборот «лениво приоткрыв один глаз» относится к сказуемому «уснул». Союзом И соединены сказуемые, поэтому обороты обособляются независимо друг от друга. Ответ: 3456"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nКартина (1) висящая на стене (2) и (3) ярко освещенная настольной лампой (4) привлекала внимание гостей (5) пришедших на выставку.",145,"1, 4 — два однородных причастных оборота после слова «Картина», соединенные союзом И, выделяются только по краям. 2, 3 — запятые не нужны из-за союза И. 5 — причастный оборот после слова «гостей». Ответ: 145"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nОкна (1) выходящие во внутренний двор (2) были настежь открыты (3) впуская в душную комнату свежий ветер (4) пахнущий цветущей сиренью.",1234,"1, 2 — причастный оборот после слова «Окна». 3 — деепричастный оборот. 4 — причастный оборот после слова «ветер». Ответ: 1234"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nДорога (1) вымощенная булыжником (2) вела к старинному замку (3) возвышающемуся на высокой горе (4) и (5) частично скрытому за пушистыми облаками.",123,"1, 2 — причастный оборот после слова «Дорога». 3 — начало первого из однородных причастных оборотов, зависящих от слова «замку». 4, 5 — союз И соединяет два однородных причастных оборота, запятая не ставится. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nМальчик (1) бегущий по узкой улице (2) внезапно споткнулся (3) уронив все свои тяжелые книги (4) и горько заплакал.",1234,"1, 2 — причастный оборот после слова «Мальчик». 3, 4 — деепричастный оборот «уронив... книги» стоит между однородными сказуемыми, соединенными союзом И. Обособляется с двух сторон. Ответ: 1234"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nВетер (1) свистящий в ушах (2) и (3) срывающий пожелтевшие листья с деревьев (4) не давал нам идти (5) постоянно сбивая с ног.",145,"1, 4 — выделяются два однородных причастных оборота после слова «Ветер». 2, 3 — между однородными оборотами перед И запятая не ставится. 5 — деепричастный оборот. Ответ: 145"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nОхваченный внезапной паникой (1) он (2) бросился бежать без оглядки (3) не разбирая дороги (4) и (5) постоянно спотыкаясь о мелкие камни.",123,"1, 2 — причастный оборот относится к личному местоимению «он». 3 — начало однородных деепричастных оборотов. 4, 5 — деепричастные обороты связаны союзом И, запятая не ставится. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nСтарый лодочник (1) привыкший к капризам моря (2) спокойно сидел на берегу (3) раскуривая трубку (4) и (5) всматриваясь в горизонт.",123,"1, 2 — причастный оборот после определяемого слова «лодочник». 3 — начало первого деепричастного оборота. 4, 5 — однородные деепричастные обороты связаны союзом И. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nВнезапно пошел сильный дождь (1) не прекращавшийся ни на минуту (2) и затопил все улицы (3) превратив их в бурные горные реки (4).",123,"1, 2 — причастный оборот после слова «дождь», стоит перед союзом И, соединяющим сказуемые «пошел» и «затопил». 3 — начало деепричастного оборота. Ответ: 123"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nУлыбающийся ребенок (1) смело протянул мне игрушку (2) сделанную из светлого дерева (3) и весело рассмеялся.",23,"1 — одиночное причастие перед существительным, не обособляется. 2, 3 — причастный оборот «сделанную из светлого дерева» разрывает предложение между сказуемыми, поэтому обособляется с двух сторон. Ответ: 23"
17,пунктуация_причастные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nНаписанная молодым автором (1) повесть (2) была опубликована (3) вызвав бурные обсуждения в прессе (4) и (5) принеся писателю настоящую славу.",3,"1, 2 — причастный оборот перед определяемым словом «повесть» не обособляется. 3 — начало однородных деепричастных оборотов, связанных союзом И (4, 5). Обособляется только начало первого оборота. Ответ: 3"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nПоезд (1) кажется (2) немного опаздывает. Мы (3) вдруг (4) услышали странный шум в коридоре.",12,"Слово «кажется» является вводным и обособляется (1, 2). Слово «вдруг» — это наречие (частица), оно никогда не бывает вводным и запятыми не выделяется. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nПогода (1) может быть (2) скоро наладится. Деревья в саду (3) как будто (4) застыли в ожидании грозы.",12,"«может быть» — вводное слово со значением неуверенности, выделяется запятыми (1, 2). «как будто» — сравнительная частица, никогда не является вводным словом. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nМы (1) конечно (2) придем на твой праздник. Этот подарок (3) обязательно (4) всем понравится.",12,"«конечно» — вводное слово со значением уверенности, обособляется (1, 2). «обязательно» — наречие, не является вводным словом, запятые не нужны. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\n(1) Однако (2) мы не стали с ним спорить. Он (3) однако (4) оказался прав в этом вопросе.",34,"В начале предложения «однако» выполняет роль противительного союза (равно НО) и запятой не отделяется (1, 2 не нужны). В середине предложения «однако» — вводное слово, обособляется (3, 4). Ответ: 34"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nДождь (1) к счастью (2) очень быстро закончился. Мы (3) почти (4) успели добежать до укрытия.",12,"«к счастью» — вводная конструкция, выражающая чувства говорящего, обособляется (1, 2). «почти» — частица, запятыми не выделяется. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nНам (1) во-первых (2) нужно купить билеты на поезд. Гостиницу (3) во-вторых (4) тоже пора искать.",1234,"«во-первых» и «во-вторых» — вводные слова, указывающие на порядок оформления мыслей. Они всегда выделяются запятыми. Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nСолнце уже село, (1) значит (2) скоро совсем стемнеет. Этот человек (3) значит (4) для меня очень многое.",12,"Если слово «значит» можно заменить на «следовательно», оно является вводным (1, 2). Во втором предложении «значит» — это сказуемое (в значении «означает»), запятые не нужны. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nОн (1) несомненно (2) отличный специалист. Вчера он (3) буквально (4) спас наш проект от провала.",12,"«несомненно» — вводное слово, выделяется запятыми (1, 2). «буквально» — частица, она никогда не является вводным словом. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nМы (1) по-видимому (2) сильно сбились с пути. В темноте они (3) вряд ли (4) смогут нам помочь.",12,"«по-видимому» — вводное слово со значением предположения (1, 2). «вряд ли» — частица, не является вводной, запятые не ставятся. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nЗима в этом году (1) говорят (2) будет очень холодной. Птицы (3) даже (4) не успели улететь на юг.",12,"«говорят» — вводное слово (ссылка на источник сообщения), выделяется запятыми (1, 2). «даже» — усилительная частица, запятыми не выделяется. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nО (1) Волга (2) колыбель моя!\nТы (3) верно (4) помнишь те года?",234,"Частица «О» от обращения не отделяется (запятая 1 не нужна). «Волга, колыбель моя» — обращение, после него ставится запятая (2). «верно» (в значении «наверное») — вводное слово (3, 4). Ответ: 234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nСыпь ты (1) черёмуха (2) снегом,\nПойте вы (3) птахи (4) в лесу.",1234,"Слова «черёмуха» и «птахи» в данных стихотворных строках являются обращениями, поэтому они обособляются с двух сторон (1, 2, 3, 4). Личные местоимения «ты» и «вы» обращениями не являются. Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nСтупай (1) малыш (2) к своим игрушкам.\nТы (3) вероятно (4) уже устал.",1234,"«малыш» — обращение, выделяется запятыми (1, 2). «вероятно» — вводное слово, выражающее степень уверенности, также обособляется (3, 4). Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nПодруга дней моих суровых (1)\nГолубка дряхлая моя (2)\nТы (3) кажется (4) совсем не изменилась.",1234,"«Подруга дней моих суровых» и «голубка дряхлая моя» — обращения, между ними ставится запятая (1), и после них тоже (2). «кажется» — вводное слово (3, 4). Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nЦвети (1) наш юный сад (2) цвети!\nМы (3) безусловно (4) сохраним тебя.",1234,"«наш юный сад» — распространенное обращение, обособляется (1, 2). «безусловно» — вводное слово со значением уверенности, выделяется запятыми (3, 4). Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nОткуда (1) умная (2) бредешь ты, голова?\nЯ (3) признаться (4) не сразу узнал тебя.",1234,"«умная голова» — разорванное обращение, слово «умная» выделяется запятыми (1, 2). «признаться» — вводное слово, обособляется (3, 4). Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nЭто (1) очевидно (2) была нелепая ошибка. Он (3) словно (4) пытался от нас что-то скрыть.",12,"«очевидно» — вводное слово, выделяется запятыми (1, 2). «словно» — сравнительная частица, она никогда не является вводным словом и не выделяется. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nМы (1) разумеется (2) поможем вам с ремонтом. Они (3) как бы (4) не замечали происходящего вокруг.",12,"«разумеется» — вводное слово, обособляется (1, 2). «как бы» — частица, запятыми не выделяется. Ответ: 12"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nПоезд (1) по сообщению диспетчера (2) задерживается на час. Вы (3) вероятно (4) очень устали с дороги?",1234,"«по сообщению диспетчера» — вводная конструкция (источник сообщения), обособляется (1, 2). «вероятно» — вводное слово (степень уверенности), обособляется (3, 4). Ответ: 1234"
18,пунктуация_вводные,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложениях должны стоять запятые.\nОн (1) к моему удивлению (2) пришел на встречу вовремя. Это (3) впрочем (4) уже не имело никакого значения.",1234,"«к моему удивлению» — вводная конструкция (чувства говорящего), обособляется (1, 2). «впрочем» — вводное слово, обособляется (3, 4). Ответ: 1234"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nВ музее находятся картины (1) авторы (2) которых (3) совершенно (4) неизвестны.",1,"Придаточное определительное начинается со слова «авторы», поэтому запятая ставится перед ним (1). Внутри придаточного перед словом «которых» запятая не ставится. Ответ: 1"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nМы подошли к старому дому (1) на крыльце (2) которого (3) сидел незнакомый старик (4) и вежливо поздоровались.",14,"Придаточное предложение «на крыльце которого сидел незнакомый старик» разрывает главное предложение, поэтому выделяется запятыми с двух сторон (1, 4). Внутри придаточного запятых нет. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nДеревня (1) в стороне (2) от которой (3) располагался наш лагерь (4) казалась совершенно вымершей.",14,"Придаточное определительное «в стороне от которой располагался наш лагерь» находится внутри главного предложения, поэтому обособляется с двух сторон (1, 4). Запятые 2 и 3 не нужны. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nУчёный (1) труды (2) которого (3) известны во всём мире (4) выступил на международной конференции.",14,"Придаточная часть «труды которого известны во всём мире» стоит внутри главной, поэтому выделяется запятыми с двух сторон (1, 4). Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nЭто был тот самый человек (1) случайная встреча (2) с которым (3) навсегда изменила (4) мою жизнь.",1,"Придаточное предложение начинается со слов «случайная встреча», запятая ставится на границе частей сложного предложения (1). Внутри придаточной части (2, 3, 4) запятые не нужны. Ответ: 1"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nНа столе лежала старинная книга (1) пожелтевшие страницы (2) которой (3) источали странный запах (4) и я решил её прочесть.",14,"Сложное предложение с тремя основами. Запятая 1 отделяет придаточное определительное «пожелтевшие страницы которой источали странный запах». Запятая 4 отделяет это придаточное от следующей части сложносочиненного предложения. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nРека (1) на противоположном берегу (2) которой (3) виднелся густой сосновый лес (4) была в этом месте очень широкой.",14,"Придаточное определительное «на противоположном берегу которой виднелся густой сосновый лес» разрывает главное, поэтому выделяется запятыми с двух сторон (1, 4). Перед «которой» внутри придаточного запятая не ставится. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nДревний город (1) богатая история (2) которого (3) насчитывает несколько веков (4) привлекает множество туристов.",14,"Придаточная часть «богатая история которого насчитывает несколько веков» обособляется с двух сторон (1, 4). Внутри неё знаки не требуются. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nЯ с огромным удовольствием слушаю музыку (1) талантливые создатели (2) которой (3) вложили в неё (4) всю свою душу.",1,"Запятая 1 отделяет главное предложение от придаточного определительного. Внутри придаточного предложения (2, 3, 4) запятые не нужны, союзное слово «которой» не требует обособления. Ответ: 1"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nЗаброшенный замок (1) высокие башни (2) которого (3) скрывались в утреннем тумане (4) выглядел весьма зловеще.",14,"Придаточное определительное стоит внутри главного предложения, поэтому выделяется запятыми с обеих сторон (1, 4). Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nВ самом центре площади стоял памятник (1) у гранитного подножия (2) которого (3) всегда (4) лежали свежие цветы.",1,"Запятая 1 отделяет главное предложение от придаточного. Граница проходит перед предлогом «у». Внутри придаточного (2, 3, 4) знаки препинания не ставятся. Ответ: 1"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nТайговый лес (1) в таинственной глубине (2) которого (3) находилось чистое озеро (4) казался совершенно непроходимым.",14,"Придаточное предложение «в таинственной глубине которого находилось чистое озеро» разрывает главное предложение, поэтому нужны запятые на границах (1, 4). Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nМолодой человек (1) в умных глазах (2) которого (3) читалась легкая грусть (4) медленно подошёл к открытому окну.",14,"Главное предложение разрывается придаточным определительным, поэтому запятые ставятся на цифрах 1 и 4. Внутри придаточного запятых нет. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nИзвестный писатель (1) выдающиеся произведения (2) которого (3) переведены на многие языки (4) получил престижную литературную премию.",14,"Придаточное определительное, начинающееся со слов «выдающиеся произведения», выделяется запятыми с двух сторон (1, 4). Перед «которого» запятая не ставится. Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nМы вышли на широкую поляну (1) прямо посреди (2) которой (3) рос огромный вековой дуб (4) и решили сделать небольшой привал.",14,"Придаточное «прямо посреди которой рос огромный вековой дуб» стоит между однородными сказуемыми главного предложения («вышли и решили»), поэтому обособляется с обеих сторон (1, 4). Ответ: 14"
19,пунктуация_спп,"Расставьте знаки препинания: укажите все цифры, на месте которых в предложении должны стоять запятые.\nСтарый деревянный дом (1) прохудившаяся крыша (2) которого (3) поросла густым мхом (4) давно подлежал сносу.",14,"Придаточное предложение находится внутри главного, поэтому обособляется запятыми (1, 4). Запятые 2 и 3 не нужны. Ответ: 14"
